[-0.08364291  0.57502013  0.5       ],[0.11844793 0.7350443  0.5       ],[0.61116815 0.09006278 0.5       ],[ 0.25223529 -0.04075127  0.5       ],1.03204608
[-0.0836978   0.57470548  0.5       ],[0.11844793 0.7350443  0.5       ],[0.61116815 0.09006278 0.5       ],[ 0.25223529 -0.04075127  0.5       ],1.042580128
[-0.08352934  0.57442153  0.5       ],[0.11963254 0.73248678 0.5       ],[0.60701084 0.09100972 0.5       ],[ 0.24979344 -0.04048002  0.5       ],1.052508116
[-0.08318669  0.57406867  0.5       ],[0.12147879 0.72971886 0.5       ],[0.60303348 0.09191678 0.5       ],[ 0.24780206 -0.04003487  0.5       ],1.062725067
[-0.08318669  0.57406867  0.5       ],[0.12147879 0.72971886 0.5       ],[0.60303348 0.09191678 0.5       ],[ 0.24780206 -0.04003487  0.5       ],1.07301116
[-0.08318669  0.57406867  0.5       ],[0.12147879 0.72971886 0.5       ],[0.60303348 0.09191678 0.5       ],[ 0.24780206 -0.04003487  0.5       ],1.083673954
[-0.08318669  0.57406867  0.5       ],[0.12147879 0.72971886 0.5       ],[0.60303348 0.09191678 0.5       ],[ 0.24780206 -0.04003487  0.5       ],1.093493938
[-0.08195634  0.5729968   0.5       ],[0.12537409 0.72201008 0.5       ],[0.5948559  0.09327208 0.5       ],[ 0.2406268  -0.03808873  0.5       ],1.106500149
[-0.08179238  0.57287574  0.5       ],[0.12617658 0.72081345 0.5       ],[0.59111291 0.09289622 0.5       ],[ 0.23945858 -0.03725424  0.5       ],1.114268065
[-0.08150075  0.57274699  0.5       ],[0.12698023 0.7194106  0.5       ],[0.58942068 0.09297639 0.5       ],[ 0.2376359  -0.03706582  0.5       ],1.125596046
[-0.08134058  0.57264036  0.5       ],[0.12795596 0.71844077 0.5       ],[0.58709729 0.0926432  0.5       ],[ 0.236522  -0.0366805  0.5      ],1.136026144
[-0.0810912   0.57241142  0.5       ],[0.12870657 0.71725488 0.5       ],[0.58578151 0.09231114 0.5       ],[ 0.23532864 -0.03654502  0.5       ],1.146842003
[-0.08077132  0.57209241  0.5       ],[0.12978655 0.7147572  0.5       ],[0.58253795 0.09172129 0.5       ],[ 0.23183453 -0.03561184  0.5       ],1.156144142
[-0.08077132  0.57209241  0.5       ],[0.12978655 0.7147572  0.5       ],[0.58253795 0.09172129 0.5       ],[ 0.23183453 -0.03561184  0.5       ],1.166173935
[-0.08077132  0.57209241  0.5       ],[0.12978655 0.7147572  0.5       ],[0.58253795 0.09172129 0.5       ],[ 0.23183453 -0.03561184  0.5       ],1.176950932
[-0.08024079  0.57176554  0.5       ],[0.13152181 0.71177942 0.5       ],[0.57678789 0.09047333 0.5       ],[ 0.22868043 -0.03469623  0.5       ],1.186737061
[-0.08006071  0.57138807  0.5       ],[0.133031   0.70990431 0.5       ],[0.57300097 0.08924906 0.5       ],[ 0.22801448 -0.03416156  0.5       ],1.197061062
[-0.0797304   0.57138282  0.5       ],[0.13411728 0.7089687  0.5       ],[0.57176018 0.08880329 0.5       ],[ 0.22534558 -0.03299105  0.5       ],1.207668066
[-0.07938012  0.57120496  0.5       ],[0.13506497 0.70790881 0.5       ],[0.56989187 0.08811296 0.5       ],[ 0.22410963 -0.03241067  0.5       ],1.217566967
[-0.07942731  0.57121384  0.5       ],[0.13527492 0.70651788 0.5       ],[0.56787449 0.08751636 0.5       ],[ 0.22268847 -0.03221727  0.5       ],1.2279901500000001
[-0.07912263  0.57118475  0.5       ],[0.13582347 0.70592803 0.5       ],[0.56633502 0.08677372 0.5       ],[ 0.22144614 -0.03214926  0.5       ],1.238213062
[-0.07889935  0.57115114  0.5       ],[0.13658111 0.70515513 0.5       ],[0.56400001 0.08611418 0.5       ],[ 0.22001708 -0.03191237  0.5       ],1.248456955
[-0.07869597  0.5712713   0.5       ],[0.13730094 0.70401919 0.5       ],[0.56236267 0.08531761 0.5       ],[ 0.21830986 -0.03165092  0.5       ],1.258996964
[-0.07869597  0.5712713   0.5       ],[0.13730094 0.70401919 0.5       ],[0.56236267 0.08531761 0.5       ],[ 0.21830986 -0.03165092  0.5       ],1.269362927
[-0.07869597  0.5712713   0.5       ],[0.13730094 0.70401919 0.5       ],[0.56236267 0.08531761 0.5       ],[ 0.21830986 -0.03165092  0.5       ],1.279783964
[-0.07869597  0.5712713   0.5       ],[0.13730094 0.70401919 0.5       ],[0.56236267 0.08531761 0.5       ],[ 0.21830986 -0.03165092  0.5       ],1.289716005
[-0.07869597  0.5712713   0.5       ],[0.13730094 0.70401919 0.5       ],[0.56236267 0.08531761 0.5       ],[ 0.21830986 -0.03165092  0.5       ],1.300245047
[-0.07836435  0.57121676  0.5       ],[0.13829483 0.70308942 0.5       ],[0.56085962 0.08455719 0.5       ],[ 0.21678701 -0.0312423   0.5       ],1.310186148
[-0.07771696  0.57147634  0.5       ],[0.14338973 0.69698262 0.5       ],[0.54753101 0.08096615 0.5       ],[ 0.2053657  -0.02763381  0.5       ],1.320150137
[-0.07766197  0.5715636   0.5       ],[0.1442448  0.69619715 0.5       ],[0.5453245 0.0799102 0.5      ],[ 0.204244   -0.02716316  0.5       ],1.331207037
[-0.07738562  0.57170391  0.5       ],[0.14616878 0.69435275 0.5       ],[0.54158986 0.07850949 0.5       ],[ 0.20004483 -0.02618607  0.5       ],1.340901136
[-0.07715937  0.57176298  0.5       ],[0.14703557 0.69316846 0.5       ],[0.53943712 0.07802004 0.5       ],[ 0.19859901 -0.02541398  0.5       ],1.351125956
[-0.07688193  0.57181484  0.5       ],[0.14764166 0.69230187 0.5       ],[0.53751284 0.07723629 0.5       ],[ 0.19700532 -0.0246932   0.5       ],1.3625011439999999
[-0.07677705  0.57206148  0.5       ],[0.14865758 0.69152004 0.5       ],[0.53573263 0.07680904 0.5       ],[ 0.19564383 -0.02434526  0.5       ],1.372808933
[-0.07677705  0.57206148  0.5       ],[0.14865758 0.69152004 0.5       ],[0.53573263 0.07680904 0.5       ],[ 0.19564383 -0.02434526  0.5       ],1.383109093
[-0.07632792  0.57259524  0.5       ],[0.15107906 0.68874598 0.5       ],[0.52914405 0.07493449 0.5       ],[ 0.18938783 -0.02253604  0.5       ],1.396239042
[-0.0761965   0.57270443  0.5       ],[0.15203983 0.68797874 0.5       ],[0.52743119 0.07439944 0.5       ],[ 0.18812153 -0.02163473  0.5       ],1.404610157
[-0.07600534  0.57312274  0.5       ],[0.15410669 0.68586379 0.5       ],[0.52294499 0.07317933 0.5       ],[ 0.18459807 -0.02045246  0.5       ],1.414909124
[-0.07595974  0.57327026  0.5       ],[0.15461287 0.68475026 0.5       ],[0.52084726 0.07353146 0.5       ],[ 0.18283622 -0.01986024  0.5       ],1.42533803
[-0.07567608  0.57336539  0.5       ],[0.15563071 0.68408954 0.5       ],[0.51843667 0.07313477 0.5       ],[ 0.18133718 -0.01902605  0.5       ],1.435295105
[-0.07567608  0.57336539  0.5       ],[0.15563071 0.68408954 0.5       ],[0.51843667 0.07313477 0.5       ],[ 0.18133718 -0.01902605  0.5       ],1.44540596
[-0.07533814  0.57390726  0.5       ],[0.15767673 0.68176103 0.5       ],[0.51407355 0.0723915  0.5       ],[ 0.17925481 -0.01741352  0.5       ],1.457098961
[-0.07518534  0.5740481   0.5       ],[0.15990394 0.67989451 0.5       ],[0.51025981 0.07218691 0.5       ],[ 0.17580101 -0.01627705  0.5       ],1.4662311080000001
[-0.07518534  0.5740481   0.5       ],[0.15990394 0.67989451 0.5       ],[0.51025981 0.07218691 0.5       ],[ 0.17580101 -0.01627705  0.5       ],1.476897001
[-0.07518534  0.5740481   0.5       ],[0.15990394 0.67989451 0.5       ],[0.51025981 0.07218691 0.5       ],[ 0.17580101 -0.01627705  0.5       ],1.48781395
[-0.07518534  0.5740481   0.5       ],[0.15990394 0.67989451 0.5       ],[0.51025981 0.07218691 0.5       ],[ 0.17580101 -0.01627705  0.5       ],1.497017145
[-0.07518534  0.5740481   0.5       ],[0.15990394 0.67989451 0.5       ],[0.51025981 0.07218691 0.5       ],[ 0.17580101 -0.01627705  0.5       ],1.507276058
[-0.07518534  0.5740481   0.5       ],[0.15990394 0.67989451 0.5       ],[0.51025981 0.07218691 0.5       ],[ 0.17580101 -0.01627705  0.5       ],1.517380953
[-0.07417757  0.57556802  0.5       ],[0.16609554 0.67311919 0.5       ],[0.49469543 0.07193534 0.5       ],[ 0.16681495 -0.01198419  0.5       ],1.5277659890000002
[-0.07397984  0.5757401   0.5       ],[0.1668603  0.67217523 0.5       ],[0.49204028 0.07208125 0.5       ],[ 0.16602208 -0.01145828  0.5       ],1.538109064
[-0.07363351  0.57607281  0.5       ],[0.16907004 0.67055869 0.5       ],[0.48720151 0.0723678  0.5       ],[ 0.16306944 -0.00996974  0.5       ],1.549190998
[-0.07360716  0.57625753  0.5       ],[0.16999617 0.66904414 0.5       ],[0.48483711 0.07263846 0.5       ],[ 0.16190429 -0.00959141  0.5       ],1.559654951
[-0.07343622  0.57646972  0.5       ],[0.17048258 0.6683802  0.5       ],[0.48232403 0.07321621 0.5       ],[ 0.16057651 -0.00929152  0.5       ],1.569743156
[-0.07343622  0.57646972  0.5       ],[0.17048258 0.6683802  0.5       ],[0.48232403 0.07321621 0.5       ],[ 0.16057651 -0.00929152  0.5       ],1.580227137
[-0.07343622  0.57646972  0.5       ],[0.17048258 0.6683802  0.5       ],[0.48232403 0.07321621 0.5       ],[ 0.16057651 -0.00929152  0.5       ],1.5906009669999999
[-0.07312629  0.5771811   0.5       ],[0.17415464 0.66459811 0.5       ],[0.47285235 0.07392105 0.5       ],[ 0.15694547 -0.00778159  0.5       ],1.600971937
[-0.07312629  0.5771811   0.5       ],[0.17415464 0.66459811 0.5       ],[0.47285235 0.07392105 0.5       ],[ 0.15694547 -0.00778159  0.5       ],1.611335993
[-0.07305972  0.5775038   0.5       ],[0.17636348 0.66247225 0.5       ],[0.46771407 0.07496271 0.5       ],[ 0.15469337 -0.00712939  0.5       ],1.622148991
[-0.07276334  0.57752836  0.5       ],[0.17719211 0.66129458 0.5       ],[0.46499658 0.07513715 0.5       ],[ 0.15407237 -0.00666363  0.5       ],1.6324319840000001
[-0.07271299  0.57793939  0.5       ],[0.17825951 0.65920413 0.5       ],[0.45970267 0.07567377 0.5       ],[ 0.1521772 -0.006067   0.5      ],1.643537045
[-0.07272216  0.57809979  0.5       ],[0.17946281 0.65834904 0.5       ],[0.45798406 0.07606182 0.5       ],[ 0.15146008 -0.00520952  0.5       ],1.6536860469999999
[-0.0726667   0.57799155  0.5       ],[0.18030067 0.6571424  0.5       ],[0.45568562 0.07643533 0.5       ],[ 0.15121043 -0.0044833   0.5       ],1.663731098
[-0.07224816  0.57854044  0.5       ],[0.181766   0.65565568 0.5       ],[0.45096567 0.07719594 0.5       ],[ 0.14995436 -0.00315727  0.5       ],1.674297094
